Provider,Fraud,inp_total_claims,inp_unique_bene,inp_sum_InscClaimAmtReimbursed,inp_mean_InscClaimAmtReimbursed,inp_sum_DeductibleAmtPaid,inp_mean_DeductibleAmtPaid,out_total_claims,out_unique_bene,out_sum_InscClaimAmtReimbursed,out_mean_InscClaimAmtReimbursed,out_sum_DeductibleAmtPaid,out_mean_DeductibleAmtPaid
PRV56268,1,61.0,57.0,657100.0,10772.131147540984,63012.0,1068.0,1052.0,824.0,283570.0,269.5532319391635,4470.0,4.249049429657795
PRV56269,0,8.0,8.0,81000.0,10125.0,8544.0,1068.0,9.0,8.0,2230.0,247.77777777777777,100.0,11.11111111111111
PRV56270,0,0.0,0.0,0.0,0.0,0.0,0.0,1043.0,485.0,289970.0,278.01534036433367,2610.0,2.5023969319271333
PRV56271,0,1.0,1.0,6000.0,6000.0,1068.0,1068.0,92.0,64.0,30760.0,334.3478260869565,460.0,5.0
PRV56272,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,5450.0,247.72727272727272,190.0,8.636363636363637
PRV56274,0,4.0,4.0,22000.0,5500.0,4272.0,1068.0,4.0,4.0,1980.0,495.0,0.0,0.0
PRV56275,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,34.0,24690.0,308.625,250.0,3.125
PRV56276,0,1.0,1.0,13000.0,13000.0,0.0,0.0,6.0,6.0,390.0,65.0,0.0,0.0
PRV56277,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,5470.0,287.89473684210526,0.0,0.0
PRV56278,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,20910.0,774.4444444444445,0.0,0.0
PRV56279,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,29.0,17770.0,335.2830188679245,100.0,1.8867924528301887
PRV56280,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,32.0,8450.0,216.66666666666666,90.0,2.3076923076923075
PRV56281,0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,24.0,24130.0,446.85185185185185,210.0,3.888888888888889
PRV56282,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,500.0,125.0,0.0,0.0
PRV56283,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2320.0,773.3333333333334,0.0,0.0
PRV56284,0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,37.0,23090.0,344.6268656716418,110.0,1.6417910447761195
PRV56285,0,13.0,12.0,140000.0,10769.23076923077,13884.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56286,0,1.0,1.0,23000.0,23000.0,1068.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56287,0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,83.0,28680.0,268.0373831775701,310.0,2.897196261682243
PRV56288,0,2.0,2.0,24000.0,12000.0,2136.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56289,0,5.0,5.0,28000.0,5600.0,5340.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56290,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,11560.0,502.60869565217394,10.0,0.43478260869565216
PRV56291,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,26.0,13150.0,365.27777777777777,0.0,0.0
PRV56293,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,430.0,143.33333333333334,0.0,0.0
PRV56295,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1200.0,300.0,0.0,0.0
PRV56297,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,7140.0,255.0,0.0,0.0
PRV56299,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,320.0,64.0,0.0,0.0
PRV56300,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,990.0,123.75,100.0,12.5
PRV56301,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1030.0,343.3333333333333,0.0,0.0
PRV56302,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1500.0,375.0,20.0,5.0
PRV56303,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,70.0,35.0,0.0,0.0
PRV56304,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,12660.0,844.0,100.0,6.666666666666667
PRV56305,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12.0,4200.0,144.82758620689654,0.0,0.0
PRV56306,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1400.0,200.0,80.0,11.428571428571429
PRV56307,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1330.0,110.83333333333333,0.0,0.0
PRV56308,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,5030.0,335.3333333333333,0.0,0.0
PRV56309,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1320.0,440.0,0.0,0.0
PRV56310,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,0.0,0.0
PRV56311,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,7670.0,403.6842105263158,100.0,5.2631578947368425
PRV56313,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,33.333333333333336,0.0,0.0
PRV56314,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3740.0,467.5,0.0,0.0
PRV56316,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4450.0,741.6666666666666,0.0,0.0
PRV56317,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,5.0,0.0,0.0
PRV56318,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,200.0,0.0,0.0
PRV56319,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,6480.0,498.46153846153845,0.0,0.0
PRV56321,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3910.0,558.5714285714286,20.0,2.857142857142857
PRV56322,0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,27.0,6800.0,183.78378378378378,220.0,5.945945945945946
PRV56324,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,0.0,0.0
PRV56328,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,2100.0,140.0,0.0,0.0
PRV56329,0,14.0,13.0,177000.0,12642.857142857143,14952.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56330,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,3130.0,195.625,0.0,0.0
PRV56331,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0
PRV56333,0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,33.0,11600.0,276.1904761904762,0.0,0.0
PRV56334,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,670.0,83.75,0.0,0.0
PRV56335,0,18.0,18.0,156000.0,8666.666666666666,19224.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56336,0,21.0,21.0,237000.0,11285.714285714286,22428.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56337,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,180.0,90.0,30.0,15.0
PRV56338,0,10.0,10.0,97400.0,9740.0,10680.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56339,0,1.0,1.0,9000.0,9000.0,1068.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56340,0,3.0,3.0,57000.0,19000.0,3204.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56341,0,1.0,1.0,18000.0,18000.0,1068.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56342,0,5.0,5.0,52000.0,10400.0,5340.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56344,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,3520.0,320.0,0.0,0.0
PRV56345,0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,243.0,134510.0,235.15734265734267,2140.0,3.7412587412587412
PRV56346,0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,25.0,16050.0,382.14285714285717,140.0,3.3333333333333335
PRV56347,0,9.0,8.0,95000.0,10555.555555555555,9612.0,1068.0,42.0,36.0,11110.0,264.5238095238095,230.0,5.476190476190476
PRV56348,0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,36.0,11200.0,193.10344827586206,220.0,3.793103448275862
PRV56349,0,31.0,23.0,277000.0,8935.483870967742,30972.0,1068.0,30.0,28.0,11280.0,376.0,90.0,3.0
PRV56350,1,66.0,57.0,780000.0,11818.181818181818,69420.0,1068.0,92.0,69.0,32530.0,353.5869565217391,110.0,1.1956521739130435
PRV56351,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.0,10920.0,376.55172413793105,90.0,3.103448275862069
PRV56352,0,4.0,4.0,35000.0,8750.0,4272.0,1068.0,20.0,18.0,2730.0,136.5,40.0,2.0
PRV56353,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,46.0,29340.0,305.625,320.0,3.3333333333333335
PRV56354,0,3.0,3.0,67000.0,22333.333333333332,3204.0,1068.0,8.0,6.0,3470.0,433.75,0.0,0.0
PRV56355,0,4.0,4.0,43000.0,10750.0,4272.0,1068.0,111.0,34.0,33130.0,298.4684684684685,320.0,2.8828828828828827
PRV56357,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,1690.0,105.625,0.0,0.0
PRV56358,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,240.0,60.0,0.0,0.0
PRV56360,0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,34.0,25060.0,321.28205128205127,50.0,0.6410256410256411
PRV56361,1,7.0,6.0,53000.0,7571.428571428572,7476.0,1068.0,107.0,49.0,52550.0,491.1214953271028,210.0,1.9626168224299065
PRV56362,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,51.0,13210.0,220.16666666666666,290.0,4.833333333333333
PRV56363,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,10420.0,548.421052631579,280.0,14.736842105263158
PRV56364,0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,28.0,31280.0,395.9493670886076,320.0,4.050632911392405
PRV56366,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,1880.0,208.88888888888889,0.0,0.0
PRV56367,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,14.0,10550.0,234.44444444444446,0.0,0.0
PRV56368,0,1.0,1.0,4000.0,4000.0,1068.0,1068.0,33.0,12.0,5050.0,153.03030303030303,40.0,1.2121212121212122
PRV56369,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,0.0,0.0
PRV56370,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1620.0,180.0,0.0,0.0
PRV56373,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0
PRV56374,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,7570.0,302.8,390.0,15.6
PRV56375,0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,29.0,15220.0,281.85185185185185,390.0,7.222222222222222
PRV56376,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10780.0,539.0,70.0,3.5
PRV56377,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,60.0,0.0,0.0
PRV56378,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,4480.0,144.51612903225808,0.0,0.0
PRV56379,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,26.0,16520.0,311.6981132075472,60.0,1.1320754716981132
PRV56380,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,6040.0,287.6190476190476,0.0,0.0
PRV56381,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,4720.0,590.0,0.0,0.0
PRV56384,0,2.0,2.0,18000.0,9000.0,2136.0,1068.0,47.0,23.0,11790.0,250.85106382978722,10.0,0.2127659574468085
PRV56385,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,2770.0,125.9090909090909,100.0,4.545454545454546
PRV56387,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,90.0,0.0,0.0
PRV56388,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,5300.0,757.1428571428571,0.0,0.0
PRV56389,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,6520.0,434.6666666666667,200.0,13.333333333333334
PRV56390,0,2.0,2.0,40000.0,20000.0,2136.0,1068.0,3.0,3.0,220.0,73.33333333333333,80.0,26.666666666666668
PRV56391,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,150.0,75.0,0.0,0.0
PRV56392,1,6.0,2.0,38000.0,6333.333333333333,6408.0,1068.0,14.0,9.0,3860.0,275.7142857142857,50.0,3.5714285714285716
PRV56393,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,2580.0,258.0,0.0,0.0
PRV56394,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0,15920.0,497.5,0.0,0.0
PRV56395,0,7.0,7.0,107000.0,15285.714285714286,7476.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56396,1,32.0,24.0,269000.0,8406.25,32040.0,1068.0,51.0,48.0,20380.0,399.6078431372549,230.0,4.509803921568627
PRV56397,0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,43.0,9600.0,204.25531914893617,80.0,1.702127659574468
PRV56398,0,1.0,1.0,4000.0,4000.0,1068.0,1068.0,18.0,18.0,2030.0,112.77777777777777,0.0,0.0
PRV56400,1,3.0,3.0,49000.0,16333.333333333334,3204.0,1068.0,6.0,6.0,800.0,133.33333333333334,0.0,0.0
PRV56401,0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,39.0,27390.0,191.53846153846155,430.0,3.006993006993007
PRV56403,1,10.0,8.0,67000.0,6700.0,9612.0,1068.0,24.0,23.0,11660.0,485.8333333333333,280.0,11.666666666666666
PRV56404,0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,143.0,131660.0,362.69972451790636,1180.0,3.2506887052341598
PRV56405,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,53.0,24090.0,401.5,260.0,4.333333333333333
PRV56406,0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,72.0,44770.0,222.7363184079602,870.0,4.3283582089552235
PRV56407,0,5.0,5.0,33000.0,6600.0,5340.0,1068.0,35.0,35.0,6500.0,185.71428571428572,100.0,2.857142857142857
PRV56408,0,3.0,3.0,63000.0,21000.0,3204.0,1068.0,65.0,23.0,16570.0,254.92307692307693,350.0,5.384615384615385
PRV56410,0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,172.0,92530.0,264.37142857142857,1030.0,2.942857142857143
PRV56411,0,4.0,4.0,98000.0,24500.0,4272.0,1068.0,71.0,34.0,12650.0,178.16901408450704,300.0,4.225352112676056
PRV56412,0,9.0,8.0,87000.0,9666.666666666666,9612.0,1068.0,103.0,72.0,24360.0,236.50485436893203,250.0,2.4271844660194173
PRV56413,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,8650.0,720.8333333333334,30.0,2.5
PRV56414,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,26.0,5900.0,218.5185185185185,200.0,7.407407407407407
PRV56415,0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,15990.0,390.0,210.0,5.121951219512195
PRV56416,1,214.0,189.0,2337050.0,10920.794392523365,223212.0,1068.0,1378.0,613.0,407820.0,295.95065312046444,3750.0,2.72133526850508
PRV56417,0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,44.0,20230.0,170.0,210.0,1.7647058823529411
PRV56418,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,27.0,9790.0,337.58620689655174,0.0,0.0
PRV56421,1,46.0,39.0,487000.0,10586.95652173913,45924.0,1068.0,87.0,65.0,23750.0,272.98850574712645,130.0,1.4942528735632183
PRV56423,0,2.0,2.0,14000.0,7000.0,2136.0,1068.0,10.0,8.0,1490.0,149.0,0.0,0.0
PRV56425,1,8.0,8.0,44000.0,5500.0,8544.0,1068.0,373.0,135.0,91450.0,245.17426273458446,1170.0,3.136729222520107
PRV56426,0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,262.0,127230.0,291.8119266055046,1240.0,2.8440366972477062
PRV56427,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,10460.0,454.7826086956522,20.0,0.8695652173913043
PRV56428,1,8.0,8.0,99000.0,12375.0,8544.0,1068.0,303.0,149.0,73930.0,243.993399339934,650.0,2.145214521452145
PRV56430,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,36.0,11130.0,292.89473684210526,90.0,2.3684210526315788
PRV56432,0,6.0,5.0,48000.0,8000.0,5340.0,1068.0,19.0,15.0,6080.0,320.0,0.0,0.0
PRV56433,0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,114.0,39510.0,326.5289256198347,460.0,3.8016528925619837
PRV56435,1,4.0,4.0,30000.0,7500.0,4272.0,1068.0,256.0,112.0,70030.0,273.5546875,620.0,2.421875
PRV56437,1,39.0,32.0,286200.0,7338.461538461538,40584.0,1068.0,680.0,317.0,183100.0,269.2647058823529,1710.0,2.514705882352941
PRV56438,1,64.0,60.0,799000.0,12484.375,66216.0,1068.0,69.0,67.0,28300.0,410.1449275362319,60.0,0.8695652173913043
PRV56439,0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,237.0,134960.0,304.65011286681715,1570.0,3.544018058690745
PRV56440,0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,72.0,29150.0,327.5280898876405,110.0,1.2359550561797752
PRV56441,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,34.0,3980.0,113.71428571428571,140.0,4.0
PRV56442,1,81.0,74.0,886000.0,10938.271604938273,83304.0,1068.0,1249.0,558.0,348150.0,278.7429943955164,3850.0,3.0824659727782224
PRV56444,1,0.0,0.0,0.0,0.0,0.0,0.0,1317.0,790.0,383140.0,290.91875474563403,4690.0,3.5611237661351556
PRV56445,0,32.0,30.0,210000.0,6562.5,34176.0,1068.0,23.0,21.0,5750.0,250.0,90.0,3.9130434782608696
PRV56447,1,0.0,0.0,0.0,0.0,0.0,0.0,170.0,101.0,50870.0,299.2352941176471,380.0,2.235294117647059
PRV56448,0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,315.0,198950.0,340.6678082191781,2260.0,3.8698630136986303
PRV56449,0,13.0,13.0,173000.0,13307.692307692309,13884.0,1068.0,122.0,96.0,38880.0,318.6885245901639,560.0,4.590163934426229
PRV56451,0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,86.0,72950.0,281.66023166023166,530.0,2.0463320463320462
PRV56452,0,4.0,4.0,27000.0,6750.0,4272.0,1068.0,106.0,78.0,36150.0,341.0377358490566,160.0,1.509433962264151
PRV56453,0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,57.0,43550.0,378.69565217391306,210.0,1.826086956521739
PRV56454,0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,86.0,43910.0,276.1635220125786,530.0,3.3333333333333335
PRV56455,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,4860.0,373.84615384615387,30.0,2.3076923076923075
PRV56456,0,14.0,10.0,99000.0,7071.428571428572,14952.0,1068.0,32.0,28.0,15710.0,490.9375,110.0,3.4375
PRV56458,0,7.0,6.0,40000.0,5714.285714285715,6408.0,1068.0,47.0,42.0,13410.0,285.3191489361702,210.0,4.468085106382978
PRV56461,0,10.0,10.0,100000.0,10000.0,10680.0,1068.0,105.0,94.0,35180.0,335.04761904761904,190.0,1.8095238095238095
PRV56463,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,1660.0,92.22222222222223,110.0,6.111111111111111
PRV56464,0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,78.0,14920.0,177.61904761904762,270.0,3.2142857142857144
PRV56466,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,45.0,8190.0,146.25,180.0,3.2142857142857144
PRV56467,0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,188.0,95720.0,274.269340974212,920.0,2.6361031518624642
PRV56468,0,5.0,4.0,40000.0,8000.0,5340.0,1068.0,29.0,28.0,7270.0,250.68965517241378,0.0,0.0
PRV56469,0,36.0,31.0,401000.0,11138.888888888889,37380.0,1068.0,95.0,91.0,29560.0,311.1578947368421,120.0,1.263157894736842
PRV56470,0,5.0,4.0,28000.0,5600.0,5340.0,1068.0,32.0,23.0,7610.0,237.8125,130.0,4.0625
PRV56471,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,21.0,10490.0,243.95348837209303,190.0,4.4186046511627906
PRV56473,0,7.0,7.0,63000.0,9000.0,7476.0,1068.0,48.0,44.0,8310.0,173.125,170.0,3.5416666666666665
PRV56474,0,1.0,1.0,7000.0,7000.0,1068.0,1068.0,30.0,26.0,6970.0,232.33333333333334,140.0,4.666666666666667
PRV56475,0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,18.0,11180.0,328.8235294117647,0.0,0.0
PRV56476,0,1.0,1.0,6000.0,6000.0,1068.0,1068.0,3.0,3.0,700.0,233.33333333333334,0.0,0.0
PRV56477,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,4460.0,495.55555555555554,70.0,7.777777777777778
PRV56478,0,67.0,54.0,613500.0,9156.716417910447,70488.0,1068.0,85.0,78.0,25350.0,298.2352941176471,210.0,2.4705882352941178
PRV56479,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,118.0,38990.0,278.5,700.0,5.0
PRV56480,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,3120.0,148.57142857142858,70.0,3.3333333333333335
PRV56481,1,78.0,48.0,659000.0,8448.71794871795,79032.0,1068.0,50.0,44.0,9910.0,198.2,150.0,3.0
PRV56482,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,14780.0,527.8571428571429,0.0,0.0
PRV56483,0,2.0,2.0,12000.0,6000.0,2136.0,1068.0,30.0,27.0,13850.0,461.6666666666667,90.0,3.0
PRV56484,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,6980.0,775.5555555555555,0.0,0.0
PRV56485,0,1.0,1.0,10000.0,10000.0,1068.0,1068.0,47.0,22.0,16790.0,357.2340425531915,140.0,2.978723404255319
PRV56486,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,37.0,26220.0,340.5194805194805,270.0,3.5064935064935066
PRV56487,0,1.0,1.0,9000.0,9000.0,1068.0,1068.0,26.0,26.0,3230.0,124.23076923076923,290.0,11.153846153846153
PRV56489,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,9350.0,445.23809523809524,100.0,4.761904761904762
PRV56490,0,11.0,11.0,78000.0,7090.909090909091,10680.0,1068.0,3.0,3.0,170.0,56.666666666666664,0.0,0.0
PRV56494,0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,257.0,185430.0,331.125,1450.0,2.5892857142857144
PRV56495,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,23.0,11750.0,326.3888888888889,220.0,6.111111111111111
PRV56496,0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,28.0,13620.0,332.1951219512195,130.0,3.1707317073170733
PRV56497,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0,12540.0,418.0,70.0,2.3333333333333335
PRV56498,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2510.0,358.57142857142856,0.0,0.0
PRV56500,0,3.0,3.0,19000.0,6333.333333333333,3204.0,1068.0,148.0,71.0,46010.0,310.8783783783784,870.0,5.878378378378378
PRV56501,1,6.0,4.0,94000.0,15666.666666666666,5340.0,1068.0,226.0,126.0,81190.0,359.24778761061947,470.0,2.079646017699115
PRV56502,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1410.0,201.42857142857142,0.0,0.0
PRV56504,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,38.0,17090.0,258.93939393939394,200.0,3.0303030303030303
PRV56507,0,7.0,6.0,163000.0,23285.714285714286,7476.0,1068.0,35.0,23.0,97300.0,2780.0,1197.0,34.2
PRV56508,0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,84.0,48580.0,274.4632768361582,360.0,2.0338983050847457
PRV56509,0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,55.0,42370.0,362.13675213675214,190.0,1.623931623931624
PRV56510,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,800.0,88.88888888888889,20.0,2.2222222222222223
PRV56511,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,6060.0,263.4782608695652,100.0,4.3478260869565215
PRV56512,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10050.0,372.22222222222223,60.0,2.2222222222222223
PRV56514,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1230.0,205.0,100.0,16.666666666666668
PRV56515,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2640.0,377.14285714285717,0.0,0.0
PRV56517,0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,96.0,38170.0,310.3252032520325,370.0,3.008130081300813
PRV56518,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,900.0,450.0,0.0,0.0
PRV56519,0,7.0,7.0,69000.0,9857.142857142857,7476.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56521,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,22.0,11840.0,370.0,0.0,0.0
PRV56522,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1700.0,566.6666666666666,0.0,0.0
PRV56523,1,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,6670.0,317.6190476190476,0.0,0.0
PRV56524,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,120.0,40.0,0.0,0.0
PRV56525,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,45.0,18830.0,285.3030303030303,140.0,2.121212121212121
PRV56526,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,26.0,9020.0,281.875,180.0,5.625
PRV56527,0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,30.0,19990.0,350.70175438596493,90.0,1.5789473684210527
PRV56528,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,2400.0,114.28571428571429,220.0,10.476190476190476
PRV56529,0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30.0,4970.0,146.1764705882353,110.0,3.235294117647059
PRV56530,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,380.0,126.66666666666667,0.0,0.0
PRV56531,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,300.0,60.0,0.0,0.0
PRV56533,0,15.0,15.0,93000.0,6200.0,14952.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV56535,0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,50.0,17920.0,267.46268656716416,320.0,4.776119402985074
PRV56536,0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,34.0,17500.0,269.2307692307692,90.0,1.3846153846153846
PRV56537,0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,74.0,22710.0,218.3653846153846,220.0,2.1153846153846154
PRV56538,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,11.0,4480.0,194.7826086956522,30.0,1.3043478260869565
PRV56539,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,900.0,900.0,0.0,0.0
